subject,SO,Source,sink,D_source_So,D_sink_SO,D_sink_source,cluster,pre_post,flow_peak
3,4,4,3,0,1,1,1,2,0.478297984410186
4,4,4,3,0,1,1,1,1,0.483143983140051
4,4,4,3,0,1,1,1,2,0.482526627469848
5,4,4,3,0,1,1,1,1,0.487162365650068
5,4,4,3,0,1,1,1,2,0.478427424136768
6,4,4,3,0,1,1,1,1,0.480795379916125
6,4,4,3,0,1,1,1,2,0.478114835394764
7,4,4,3,0,1,1,1,1,0.487103086491998
7,4,4,3,0,1,1,1,2,0.484149983051897
8,4,4,3,0,1,1,1,1,0.480809511688514
8,4,4,3,0,1,1,1,2,0.46870889132514
9,4,4,3,0,1,1,1,1,0.480353163041916
9,4,4,3,0,1,1,1,2,0.478157393062252
10,4,4,3,0,1,1,1,1,0.491697746495499
10,4,4,3,0,1,1,1,2,0.482075693173718
11,4,4,3,0,1,1,1,1,0.49331638906411
11,4,4,3,0,1,1,1,2,0.487191828252096
12,4,4,3,0,1,1,1,1,0.476806016413815
12,4,4,3,0,1,1,1,2,0.473920664284173
13,4,4,3,0,1,1,1,1,0.47942057282949
13,4,4,3,0,1,1,1,2,0.470321596911296
14,4,4,3,0,1,1,1,1,0.466476804076024
15,4,4,3,0,1,1,1,1,0.47261383681517
15,4,4,3,0,1,1,1,2,0.473049536682412
16,4,4,3,0,1,1,1,1,0.468691894768251
17,4,4,3,0,1,1,1,1,0.476035269699615
17,4,4,3,0,1,1,1,2,0.475904758443131
18,4,4,3,0,1,1,1,1,0.469712751538254
18,4,4,3,0,1,1,1,2,0.465326162567276
19,4,4,3,0,1,1,1,1,0.475434048141525
19,4,4,3,0,1,1,1,2,0.473212792327718
20,4,4,3,0,1,1,1,1,0.464533118283844
21,4,4,3,0,1,1,1,1,0.46855420011336
22,4,4,3,0,1,1,1,1,0.472346906398099
23,4,4,3,0,1,1,1,1,0.479966575642083
23,4,4,3,0,1,1,1,2,0.47479327723669
24,4,4,3,0,1,1,1,1,0.479379519474758
24,4,4,3,0,1,1,1,2,0.477436483231073
25,4,4,3,0,1,1,1,1,0.464111328113999
26,4,4,3,0,1,1,1,1,0.46534175012
27,4,4,3,0,1,1,1,1,0.484074581219933
27,4,4,3,0,1,1,1,2,0.478835975499748
29,4,4,3,0,1,1,1,1,0.472783050083518
30,4,4,3,0,1,1,1,1,0.480714215929674
30,4,4,3,0,1,1,1,2,0.475947685732253
31,4,4,3,0,1,1,1,1,0.482270315946989
31,4,4,3,0,1,1,1,2,0.479211273968523
32,4,4,3,0,1,1,1,1,0.477912765796327
32,4,4,3,0,1,1,1,2,0.478539190902098
33,4,4,3,0,1,1,1,1,0.470586553311697
33,4,4,3,0,1,1,1,2,0.465233326259438
34,4,4,3,0,1,1,1,1,0.471368522816886
34,4,4,3,0,1,1,1,2,0.4647833890659
35,4,4,3,0,1,1,1,1,0.478769988629891
35,4,4,3,0,1,1,1,2,0.473815134497631
36,4,4,3,0,1,1,1,1,0.468072781889883
36,4,4,3,0,1,1,1,2,0.466533632153393
37,4,4,3,0,1,1,1,1,0.501759097399013
37,4,4,3,0,1,1,1,2,0.493280936294063
39,4,4,3,0,1,1,1,1,0.467331586178522
40,4,4,3,0,1,1,1,1,0.48445120199807
40,4,4,3,0,1,1,1,2,0.478798999453988
41,4,4,3,0,1,1,1,1,0.479889667721715
41,4,4,3,0,1,1,1,2,0.478543340607498
42,4,4,3,0,1,1,1,1,0.489335591269004
42,4,4,3,0,1,1,1,2,0.48467662552294
43,4,4,3,0,1,1,1,1,0.48438191782055
43,4,4,3,0,1,1,1,2,0.479223589269335
44,4,4,3,0,1,1,1,1,0.483072569433215
44,4,4,3,0,1,1,1,2,0.478053658043
45,4,4,3,0,1,1,1,1,0.481606729295578
45,4,4,3,0,1,1,1,2,0.485137839261243
46,4,4,3,0,1,1,1,1,0.482924519514261
46,4,4,3,0,1,1,1,2,0.478621739777503
47,4,4,3,0,1,1,1,1,0.48137457047199
47,4,4,3,0,1,1,1,2,0.480250002351869
49,4,4,3,0,1,1,1,1,0.490438182776518
49,4,4,3,0,1,1,1,2,0.484453504074933
50,4,4,3,0,1,1,1,1,0.4821457344387
50,4,4,3,0,1,1,1,2,0.480818925411682
51,4,4,3,0,1,1,1,1,0.487029465265013
51,4,4,3,0,1,1,1,2,0.479461410609869
52,4,4,3,0,1,1,1,1,0.486460457134404
52,4,4,3,0,1,1,1,2,0.482237455925562
54,4,4,3,0,1,1,1,1,0.485208057291569
54,4,4,3,0,1,1,1,2,0.481696758205657
55,4,4,3,0,1,1,1,1,0.479285472851277
55,4,4,3,0,1,1,1,2,0.47260672683171
56,4,4,3,0,1,1,1,1,0.488252525831691
56,4,4,3,0,1,1,1,2,0.484385492602976
57,4,4,3,0,1,1,1,1,0.492077692404491
57,4,4,3,0,1,1,1,2,0.4879439365363
58,4,4,3,0,1,1,1,1,0.489438791864345
58,4,4,3,0,1,1,1,2,0.481757222379276
59,4,4,3,0,1,1,1,1,0.491101203377109
59,4,4,3,0,1,1,1,2,0.489778038897223
1,1,1,2,0,1,1,2,1,0.479750346005956
1,1,1,2,0,1,1,2,2,0.470954300785623
2,1,1,2,0,1,1,2,1,0.475001848274746
3,1,1,2,0,1,1,2,1,0.467782630265642
4,1,1,2,0,1,1,2,1,0.470304854933439
4,1,1,2,0,1,1,2,2,0.468702154260021
5,1,1,2,0,1,1,2,1,0.477733647083227
5,1,1,2,0,1,1,2,2,0.466028673699871
6,1,1,2,0,1,1,2,1,0.481562955199675
6,1,1,2,0,1,1,2,2,0.477363819063013
7,1,1,2,0,1,1,2,1,0.47996183518513
7,1,1,2,0,1,1,2,2,0.472996155527553
8,1,1,2,0,1,1,2,1,0.475771942007046
8,1,1,2,0,1,1,2,2,0.468760160676173
9,1,1,2,0,1,1,2,1,0.476580715883596
9,1,1,2,0,1,1,2,2,0.468784124049367
10,1,1,2,0,1,1,2,1,0.470409609523554
10,1,1,2,0,1,1,2,2,0.464637000364451
11,1,1,2,0,1,1,2,1,0.480591189135526
11,1,1,2,0,1,1,2,2,0.475569138887442
12,1,1,2,0,1,1,2,1,0.471641811529438
12,1,1,2,0,1,1,2,2,0.464001957619283
13,1,1,2,0,1,1,2,1,0.471397432265729
17,1,1,2,0,1,1,2,1,0.482229301119167
17,1,1,2,0,1,1,2,2,0.482170429646087
18,1,1,2,0,1,1,2,1,0.491518935426473
18,1,1,2,0,1,1,2,2,0.48668758643197
23,1,1,2,0,1,1,2,1,0.483177471400547
23,1,1,2,0,1,1,2,2,0.484335022353654
28,1,1,2,0,1,1,2,1,0.484428915924465
28,1,1,2,0,1,1,2,2,0.484586671876265
29,1,1,2,0,1,1,2,1,0.490366207784899
29,1,1,2,0,1,1,2,2,0.487257541730011
31,1,1,2,0,1,1,2,1,0.468533062303166
33,1,1,2,0,1,1,2,1,0.484199704863068
33,1,1,2,0,1,1,2,2,0.48116091991579
35,1,1,2,0,1,1,2,1,0.465405008347469
39,1,1,2,0,1,1,2,1,0.468825998587352
40,1,1,2,0,1,1,2,1,0.469734971848731
40,1,1,2,0,1,1,2,2,0.466342772752369
41,1,1,2,0,1,1,2,1,0.474722755973143
41,1,1,2,0,1,1,2,2,0.46697544778586
42,1,1,2,0,1,1,2,1,0.47805969642214
42,1,1,2,0,1,1,2,2,0.471849092836987
43,1,1,2,0,1,1,2,1,0.473156055746455
44,1,1,2,0,1,1,2,1,0.484776643216343
44,1,1,2,0,1,1,2,2,0.484206601849969
45,1,1,2,0,1,1,2,1,0.476812145201244
45,1,1,2,0,1,1,2,2,0.469411626023094
46,1,1,2,0,1,1,2,1,0.486958696797438
46,1,1,2,0,1,1,2,2,0.482975053809389
47,1,1,2,0,1,1,2,1,0.487502139333095
47,1,1,2,0,1,1,2,2,0.481121807456992
48,1,1,2,0,1,1,2,1,0.482261992489867
48,1,1,2,0,1,1,2,2,0.47676615774981
49,1,1,2,0,1,1,2,1,0.47257138417908
49,1,1,2,0,1,1,2,2,0.464451648359889
50,1,1,2,0,1,1,2,1,0.478577280496945
50,1,1,2,0,1,1,2,2,0.468721033756817
51,1,1,2,0,1,1,2,1,0.476047264376588
51,1,1,2,0,1,1,2,2,0.464718032263297
52,1,1,2,0,1,1,2,1,0.473707376772553
53,1,1,2,0,1,1,2,1,0.486811017511231
53,1,1,2,0,1,1,2,2,0.473789583474985
54,1,1,2,0,1,1,2,1,0.474622305248693
54,1,1,2,0,1,1,2,2,0.467002727003693
55,1,1,2,0,1,1,2,1,0.464626589232192
56,1,1,2,0,1,1,2,1,0.478906155572256
56,1,1,2,0,1,1,2,2,0.470309002009079
57,1,1,2,0,1,1,2,1,0.485412243064783
57,1,1,2,0,1,1,2,2,0.484793242037238
58,1,1,2,0,1,1,2,1,0.48047466707449
58,1,1,2,0,1,1,2,2,0.473053264766017
59,1,1,2,0,1,1,2,1,0.483262057427812
59,1,1,2,0,1,1,2,2,0.48219718810737
1,1,1,3,0,2,2,2,1,0.484305577324937
1,1,1,3,0,2,2,2,2,0.479413832577543
2,1,1,3,0,2,2,2,1,0.481525060768905
2,1,1,3,0,2,2,2,2,0.476992279966276
3,1,1,3,0,2,2,2,1,0.475199253945531
3,1,1,3,0,2,2,2,2,0.469802321141052
4,1,1,3,0,2,2,2,1,0.48353779196924
4,1,1,3,0,2,2,2,2,0.482073225953363
5,1,1,3,0,2,2,2,1,0.479009911148833
5,1,1,3,0,2,2,2,2,0.477014456381395
6,1,1,3,0,2,2,2,1,0.48448295853966
6,1,1,3,0,2,2,2,2,0.482010095961334
7,1,1,3,0,2,2,2,1,0.485019932195489
7,1,1,3,0,2,2,2,2,0.482899425606804
8,1,1,3,0,2,2,2,1,0.478422775149484
8,1,1,3,0,2,2,2,2,0.475556363761794
9,1,1,3,0,2,2,2,1,0.484319488617627
9,1,1,3,0,2,2,2,2,0.485931253960594
10,1,1,3,0,2,2,2,1,0.482302381583431
10,1,1,3,0,2,2,2,2,0.484559965715847
11,1,1,3,0,2,2,2,1,0.485558160956888
11,1,1,3,0,2,2,2,2,0.481468854477505
12,1,1,3,0,2,2,2,1,0.478771632619588
12,1,1,3,0,2,2,2,2,0.477491385458493
13,1,1,3,0,2,2,2,1,0.475271455475947
13,1,1,3,0,2,2,2,2,0.473663711630466
14,1,1,3,0,2,2,2,1,0.477474541538686
14,1,1,3,0,2,2,2,2,0.467129451645926
15,1,1,3,0,2,2,2,1,0.479288508979374
15,1,1,3,0,2,2,2,2,0.476120367898665
16,1,1,3,0,2,2,2,1,0.474913222299366
16,1,1,3,0,2,2,2,2,0.475431597937939
17,1,1,3,0,2,2,2,1,0.484328672077227
17,1,1,3,0,2,2,2,2,0.487800396360796
18,1,1,3,0,2,2,2,1,0.480710354465521
18,1,1,3,0,2,2,2,2,0.476697179025063
19,1,1,3,0,2,2,2,1,0.474955833199469
19,1,1,3,0,2,2,2,2,0.470146608017759
20,1,1,3,0,2,2,2,1,0.46998932735759
20,1,1,3,0,2,2,2,2,0.465686101791158
21,1,1,3,0,2,2,2,1,0.486231789353705
21,1,1,3,0,2,2,2,2,0.48371598839667
22,1,1,3,0,2,2,2,1,0.477902584199818
22,1,1,3,0,2,2,2,2,0.472607937648187
23,1,1,3,0,2,2,2,1,0.475289948649489
23,1,1,3,0,2,2,2,2,0.472737188067013
24,1,1,3,0,2,2,2,1,0.470803139934657
24,1,1,3,0,2,2,2,2,0.46817733558803
25,1,1,3,0,2,2,2,1,0.482579840498202
25,1,1,3,0,2,2,2,2,0.480381186100562
26,1,1,3,0,2,2,2,1,0.473622060397806
26,1,1,3,0,2,2,2,2,0.471691107704256
27,1,1,3,0,2,2,2,1,0.474090923595355
27,1,1,3,0,2,2,2,2,0.47278487549042
28,1,1,3,0,2,2,2,1,0.480071530057325
28,1,1,3,0,2,2,2,2,0.477213088488499
29,1,1,3,0,2,2,2,1,0.476527318692807
29,1,1,3,0,2,2,2,2,0.472137692498678
30,1,1,3,0,2,2,2,1,0.484293955826968
30,1,1,3,0,2,2,2,2,0.47799970514826
31,1,1,3,0,2,2,2,1,0.480862890049551
31,1,1,3,0,2,2,2,2,0.478642900868198
32,1,1,3,0,2,2,2,1,0.477019402885993
32,1,1,3,0,2,2,2,2,0.472136200771647
33,1,1,3,0,2,2,2,1,0.485419876532008
33,1,1,3,0,2,2,2,2,0.48175684580994
34,1,1,3,0,2,2,2,1,0.479344419278334
34,1,1,3,0,2,2,2,2,0.476809779781053
35,1,1,3,0,2,2,2,1,0.484111384534863
35,1,1,3,0,2,2,2,2,0.476684432200208
36,1,1,3,0,2,2,2,1,0.478581531324937
36,1,1,3,0,2,2,2,2,0.475293088834593
37,1,1,3,0,2,2,2,1,0.477498865285649
37,1,1,3,0,2,2,2,2,0.480339531878606
38,1,1,3,0,2,2,2,1,0.473497534770518
38,1,1,3,0,2,2,2,2,0.477364659115795
39,1,1,3,0,2,2,2,1,0.476902162111204
39,1,1,3,0,2,2,2,2,0.478677572710843
40,1,1,3,0,2,2,2,1,0.480079816164809
40,1,1,3,0,2,2,2,2,0.476986675403462
41,1,1,3,0,2,2,2,1,0.481179930393241
41,1,1,3,0,2,2,2,2,0.475117114583247
42,1,1,3,0,2,2,2,1,0.481974468432811
42,1,1,3,0,2,2,2,2,0.479631909650406
43,1,1,3,0,2,2,2,1,0.478373408610553
43,1,1,3,0,2,2,2,2,0.474006638310439
44,1,1,3,0,2,2,2,1,0.479796184139254
44,1,1,3,0,2,2,2,2,0.480731567474071
45,1,1,3,0,2,2,2,1,0.484611882769304
45,1,1,3,0,2,2,2,2,0.485551600983093
46,1,1,3,0,2,2,2,1,0.480967978961578
46,1,1,3,0,2,2,2,2,0.476075959993224
47,1,1,3,0,2,2,2,1,0.477506383635475
47,1,1,3,0,2,2,2,2,0.477043771766177
48,1,1,3,0,2,2,2,1,0.483667408338169
48,1,1,3,0,2,2,2,2,0.471241128824571
49,1,1,3,0,2,2,2,1,0.486518437572187
49,1,1,3,0,2,2,2,2,0.489704504127678
50,1,1,3,0,2,2,2,1,0.482382281392715
50,1,1,3,0,2,2,2,2,0.479808571474077
51,1,1,3,0,2,2,2,1,0.480303896677894
51,1,1,3,0,2,2,2,2,0.474830410424654
52,1,1,3,0,2,2,2,1,0.484458211677902
52,1,1,3,0,2,2,2,2,0.48470603347463
53,1,1,3,0,2,2,2,1,0.488714336492644
53,1,1,3,0,2,2,2,2,0.492343989164554
54,1,1,3,0,2,2,2,1,0.486984193724054
54,1,1,3,0,2,2,2,2,0.473160903122414
56,1,1,3,0,2,2,2,1,0.48701859319624
56,1,1,3,0,2,2,2,2,0.47836534475273
57,1,1,3,0,2,2,2,1,0.485388321045664
57,1,1,3,0,2,2,2,2,0.486942479070849
58,1,1,3,0,2,2,2,1,0.484382828601823
58,1,1,3,0,2,2,2,2,0.481403218983258
59,1,1,3,0,2,2,2,1,0.487515562653568
59,1,1,3,0,2,2,2,2,0.486902722095285
1,1,1,4,0,3,3,2,1,0.511975370613604
2,1,1,4,0,3,3,2,1,0.504885316870067
3,1,1,4,0,3,3,2,1,0.509865430801779
3,1,1,4,0,3,3,2,2,0.515254233043313
4,1,1,4,0,3,3,2,1,0.499638969837944
4,1,1,4,0,3,3,2,2,0.503711373714934
5,1,1,4,0,3,3,2,1,0.508665825278032
6,1,1,4,0,3,3,2,1,0.496778394253834
6,1,1,4,0,3,3,2,2,0.501339787781095
7,1,1,4,0,3,3,2,1,0.502106877885037
7,1,1,4,0,3,3,2,2,0.507693475776278
8,1,1,4,0,3,3,2,1,0.497758567791393
8,1,1,4,0,3,3,2,2,0.502874532111914
9,1,1,4,0,3,3,2,1,0.50183644467681
9,1,1,4,0,3,3,2,2,0.509014205304181
10,1,1,4,0,3,3,2,1,0.505170919680233
10,1,1,4,0,3,3,2,2,0.512314371754967
11,1,1,4,0,3,3,2,1,0.506317339991949
11,1,1,4,0,3,3,2,2,0.51241260171857
12,1,1,4,0,3,3,2,1,0.508972061619197
15,1,1,4,0,3,3,2,1,0.5152505294188
16,1,1,4,0,3,3,2,1,0.515309440865711
17,1,1,4,0,3,3,2,1,0.492104528312198
17,1,1,4,0,3,3,2,2,0.487163544636171
18,1,1,4,0,3,3,2,1,0.486728180583041
18,1,1,4,0,3,3,2,2,0.488619716669431
22,1,1,4,0,3,3,2,1,0.50846182142627
22,1,1,4,0,3,3,2,2,0.515590993911209
23,1,1,4,0,3,3,2,1,0.500303027237702
23,1,1,4,0,3,3,2,2,0.49710828754991
26,1,1,4,0,3,3,2,1,0.507514380776328
26,1,1,4,0,3,3,2,2,0.515192915454775
28,1,1,4,0,3,3,2,1,0.49312419902834
28,1,1,4,0,3,3,2,2,0.489847318096901
29,1,1,4,0,3,3,2,1,0.499462390220557
29,1,1,4,0,3,3,2,2,0.497434320192853
31,1,1,4,0,3,3,2,1,0.515254388902735
33,1,1,4,0,3,3,2,1,0.495855673750276
33,1,1,4,0,3,3,2,2,0.496886318875602
34,1,1,4,0,3,3,2,1,0.509109828484696
34,1,1,4,0,3,3,2,2,0.513355296244108
35,1,1,4,0,3,3,2,1,0.507251191222921
35,1,1,4,0,3,3,2,2,0.513137954308694
39,1,1,4,0,3,3,2,1,0.500702850297999
39,1,1,4,0,3,3,2,2,0.505133181116178
40,1,1,4,0,3,3,2,1,0.511532906487669
41,1,1,4,0,3,3,2,1,0.50502302123776
41,1,1,4,0,3,3,2,2,0.51403347185131
42,1,1,4,0,3,3,2,1,0.507782504592224
42,1,1,4,0,3,3,2,2,0.515344089122452
43,1,1,4,0,3,3,2,1,0.510840180584443
44,1,1,4,0,3,3,2,1,0.493283399491526
44,1,1,4,0,3,3,2,2,0.495836197345194
45,1,1,4,0,3,3,2,1,0.500874264780921
45,1,1,4,0,3,3,2,2,0.50763285186988
46,1,1,4,0,3,3,2,1,0.501901717141837
46,1,1,4,0,3,3,2,2,0.505656373448369
47,1,1,4,0,3,3,2,1,0.49531227373616
47,1,1,4,0,3,3,2,2,0.502231416923427
48,1,1,4,0,3,3,2,1,0.482229284970824
48,1,1,4,0,3,3,2,2,0.486583518090916
49,1,1,4,0,3,3,2,1,0.50997167461234
49,1,1,4,0,3,3,2,2,0.512237570490876
50,1,1,4,0,3,3,2,1,0.511922150618341
51,1,1,4,0,3,3,2,1,0.506159766284327
52,1,1,4,0,3,3,2,1,0.510628141481555
52,1,1,4,0,3,3,2,2,0.515436208260064
53,1,1,4,0,3,3,2,1,0.489070487727185
53,1,1,4,0,3,3,2,2,0.494880918930302
54,1,1,4,0,3,3,2,1,0.504018986634081
55,1,1,4,0,3,3,2,1,0.486138110320641
55,1,1,4,0,3,3,2,2,0.488516428627353
56,1,1,4,0,3,3,2,1,0.499103354851067
56,1,1,4,0,3,3,2,2,0.507341097813242
57,1,1,4,0,3,3,2,1,0.502813458602202
57,1,1,4,0,3,3,2,2,0.504161135961334
58,1,1,4,0,3,3,2,1,0.498113244443795
58,1,1,4,0,3,3,2,2,0.503080578684629
59,1,1,4,0,3,3,2,1,0.507440913961742
59,1,1,4,0,3,3,2,2,0.510080525942308
1,1,2,1,1,0,1,2,1,0.479222763894035
1,1,2,1,1,0,1,2,2,0.471985637863645
3,1,2,1,1,0,1,2,1,0.467168300812731
5,1,2,1,1,0,1,2,1,0.469852185937039
6,1,2,1,1,0,1,2,1,0.472915976245925
7,1,2,1,1,0,1,2,1,0.47666500489692
7,1,2,1,1,0,1,2,2,0.468476435431919
8,1,2,1,1,0,1,2,1,0.46414594071434
9,1,2,1,1,0,1,2,1,0.473021783550169
10,1,2,1,1,0,1,2,1,0.469324684760032
11,1,2,1,1,0,1,2,1,0.478384820447279
11,1,2,1,1,0,1,2,2,0.471165819287944
13,1,2,1,1,0,1,2,1,0.46579577058604
35,1,2,1,1,0,1,2,1,0.464065698703963
40,1,2,1,1,0,1,2,1,0.465522893294001
41,1,2,1,1,0,1,2,1,0.468236496624375
42,1,2,1,1,0,1,2,1,0.476021862977309
42,1,2,1,1,0,1,2,2,0.465403139486221
43,1,2,1,1,0,1,2,1,0.471885975730567
44,1,2,1,1,0,1,2,1,0.474134199598878
44,1,2,1,1,0,1,2,2,0.466884802166166
45,1,2,1,1,0,1,2,1,0.475095013242618
46,1,2,1,1,0,1,2,1,0.480226896161267
46,1,2,1,1,0,1,2,2,0.468946700084238
47,1,2,1,1,0,1,2,1,0.473151042206981
48,1,2,1,1,0,1,2,1,0.475502445504284
48,1,2,1,1,0,1,2,2,0.467922197183043
50,1,2,1,1,0,1,2,1,0.477803659788042
51,1,2,1,1,0,1,2,1,0.470542789350826
52,1,2,1,1,0,1,2,1,0.470760248886087
53,1,2,1,1,0,1,2,1,0.482235834282514
55,1,2,1,1,0,1,2,1,0.469775666244511
55,1,2,1,1,0,1,2,2,0.464592000232293
56,1,2,1,1,0,1,2,1,0.474632152340423
57,1,2,1,1,0,1,2,1,0.484084439954567
57,1,2,1,1,0,1,2,2,0.477523445133892
58,1,2,1,1,0,1,2,1,0.478846846713837
58,1,2,1,1,0,1,2,2,0.469275288833218
59,1,2,1,1,0,1,2,1,0.482298653194575
59,1,2,1,1,0,1,2,2,0.473406174610308
1,1,2,3,1,2,1,2,1,0.484448054674194
1,1,2,3,1,2,1,2,2,0.478234883333755
2,1,2,3,1,2,1,2,1,0.481799584073151
2,1,2,3,1,2,1,2,2,0.471182890617935
3,1,2,3,1,2,1,2,1,0.467575695231917
3,1,2,3,1,2,1,2,2,0.466140731188237
4,1,2,3,1,2,1,2,1,0.478687441598028
4,1,2,3,1,2,1,2,2,0.477568117471825
5,1,2,3,1,2,1,2,1,0.478465553248011
5,1,2,3,1,2,1,2,2,0.474874843787656
6,1,2,3,1,2,1,2,1,0.481761839536059
6,1,2,3,1,2,1,2,2,0.480444595255102
7,1,2,3,1,2,1,2,1,0.484145853331313
7,1,2,3,1,2,1,2,2,0.482299554537383
8,1,2,3,1,2,1,2,1,0.475729008619303
8,1,2,3,1,2,1,2,2,0.473315871385448
9,1,2,3,1,2,1,2,1,0.483582788360039
9,1,2,3,1,2,1,2,2,0.481937104130513
10,1,2,3,1,2,1,2,1,0.482562331188021
10,1,2,3,1,2,1,2,2,0.480832960308211
11,1,2,3,1,2,1,2,1,0.485044567104305
11,1,2,3,1,2,1,2,2,0.482396421192114
12,1,2,3,1,2,1,2,1,0.477847682054416
12,1,2,3,1,2,1,2,2,0.476452978500268
13,1,2,3,1,2,1,2,1,0.474249891069531
13,1,2,3,1,2,1,2,2,0.471307356171439
14,1,2,3,1,2,1,2,1,0.476019189414347
14,1,2,3,1,2,1,2,2,0.467464863460128
15,1,2,3,1,2,1,2,1,0.473892858645642
15,1,2,3,1,2,1,2,2,0.470237904255765
16,1,2,3,1,2,1,2,1,0.471332551607279
16,1,2,3,1,2,1,2,2,0.471338937967107
17,1,2,3,1,2,1,2,1,0.484458607335234
17,1,2,3,1,2,1,2,2,0.484390098204109
18,1,2,3,1,2,1,2,1,0.476839801367453
18,1,2,3,1,2,1,2,2,0.472293010679182
19,1,2,3,1,2,1,2,1,0.471599076721536
19,1,2,3,1,2,1,2,2,0.469750809717495
20,1,2,3,1,2,1,2,1,0.463865613437769
21,1,2,3,1,2,1,2,1,0.485474508828319
21,1,2,3,1,2,1,2,2,0.481533151787357
22,1,2,3,1,2,1,2,1,0.478429840507364
22,1,2,3,1,2,1,2,2,0.472364614114442
23,1,2,3,1,2,1,2,1,0.474614545150842
23,1,2,3,1,2,1,2,2,0.469746403222855
24,1,2,3,1,2,1,2,1,0.47270816124375
24,1,2,3,1,2,1,2,2,0.463867485503504
25,1,2,3,1,2,1,2,1,0.482742654669443
25,1,2,3,1,2,1,2,2,0.47779888491163
26,1,2,3,1,2,1,2,1,0.471776123525718
26,1,2,3,1,2,1,2,2,0.468014482701006
27,1,2,3,1,2,1,2,1,0.473228110905666
27,1,2,3,1,2,1,2,2,0.470736194287884
28,1,2,3,1,2,1,2,1,0.477718210721516
28,1,2,3,1,2,1,2,2,0.472419494043874
29,1,2,3,1,2,1,2,1,0.474921323814014
29,1,2,3,1,2,1,2,2,0.471374196187787
30,1,2,3,1,2,1,2,1,0.481458444377537
30,1,2,3,1,2,1,2,2,0.472905080908337
31,1,2,3,1,2,1,2,1,0.480457111891441
31,1,2,3,1,2,1,2,2,0.477549400305256
32,1,2,3,1,2,1,2,1,0.476154875485893
32,1,2,3,1,2,1,2,2,0.471537688611599
33,1,2,3,1,2,1,2,1,0.483367277971731
33,1,2,3,1,2,1,2,2,0.479875143774007
34,1,2,3,1,2,1,2,1,0.476359546118116
34,1,2,3,1,2,1,2,2,0.472577829149688
35,1,2,3,1,2,1,2,1,0.483946029699464
35,1,2,3,1,2,1,2,2,0.473942146537947
36,1,2,3,1,2,1,2,1,0.47830564215831
36,1,2,3,1,2,1,2,2,0.473702550159474
37,1,2,3,1,2,1,2,1,0.47551932183024
37,1,2,3,1,2,1,2,2,0.480263684558493
38,1,2,3,1,2,1,2,1,0.474569568754282
38,1,2,3,1,2,1,2,2,0.473610029646789
39,1,2,3,1,2,1,2,1,0.478754927700677
39,1,2,3,1,2,1,2,2,0.477210531188282
40,1,2,3,1,2,1,2,1,0.479403859519881
40,1,2,3,1,2,1,2,2,0.479330876146534
41,1,2,3,1,2,1,2,1,0.479776044821361
41,1,2,3,1,2,1,2,2,0.473186296367714
42,1,2,3,1,2,1,2,1,0.4831546303104
42,1,2,3,1,2,1,2,2,0.477831967006085
43,1,2,3,1,2,1,2,1,0.477509767503091
43,1,2,3,1,2,1,2,2,0.474963737348406
44,1,2,3,1,2,1,2,1,0.47912139343822
44,1,2,3,1,2,1,2,2,0.481084057595921
45,1,2,3,1,2,1,2,1,0.482197341029357
45,1,2,3,1,2,1,2,2,0.48414720164172
46,1,2,3,1,2,1,2,1,0.479890287988199
46,1,2,3,1,2,1,2,2,0.475221121811615
47,1,2,3,1,2,1,2,1,0.476738897077789
47,1,2,3,1,2,1,2,2,0.473069916968876
48,1,2,3,1,2,1,2,1,0.480652842094301
48,1,2,3,1,2,1,2,2,0.473481302457354
49,1,2,3,1,2,1,2,1,0.485706886563183
49,1,2,3,1,2,1,2,2,0.486888331765749
50,1,2,3,1,2,1,2,1,0.483254705832049
50,1,2,3,1,2,1,2,2,0.475975682961751
51,1,2,3,1,2,1,2,1,0.47854167783179
51,1,2,3,1,2,1,2,2,0.475088234073972
52,1,2,3,1,2,1,2,1,0.484207924691161
52,1,2,3,1,2,1,2,2,0.482837712243755
53,1,2,3,1,2,1,2,1,0.486607193371803
53,1,2,3,1,2,1,2,2,0.49170509178951
54,1,2,3,1,2,1,2,1,0.483283351823998
54,1,2,3,1,2,1,2,2,0.475123532573572
55,1,2,3,1,2,1,2,1,0.474849355973191
55,1,2,3,1,2,1,2,2,0.472396289549304
56,1,2,3,1,2,1,2,1,0.486099150714907
56,1,2,3,1,2,1,2,2,0.476756916212183
57,1,2,3,1,2,1,2,1,0.483697880032004
57,1,2,3,1,2,1,2,2,0.485907680183022
58,1,2,3,1,2,1,2,1,0.483526959475984
58,1,2,3,1,2,1,2,2,0.479991357282052
59,1,2,3,1,2,1,2,1,0.486489938101442
59,1,2,3,1,2,1,2,2,0.487190554196439
1,1,2,4,1,3,2,2,1,0.510300326874476
2,1,2,4,1,3,2,2,1,0.50896730253889
3,1,2,4,1,3,2,2,1,0.507406721213705
3,1,2,4,1,3,2,2,2,0.513346833530774
4,1,2,4,1,3,2,2,1,0.496977983278992
4,1,2,4,1,3,2,2,2,0.501048515625323
5,1,2,4,1,3,2,2,1,0.507195390410262
5,1,2,4,1,3,2,2,2,0.5124156267793
6,1,2,4,1,3,2,2,1,0.497521709776017
6,1,2,4,1,3,2,2,2,0.500172350446922
7,1,2,4,1,3,2,2,1,0.500914706927334
7,1,2,4,1,3,2,2,2,0.504938695838736
